label,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,kp15_x,kp15_y,kp15_conf,kp16_x,kp16_y,kp16_conf
up,0.5196205139160156,0.5040772049515335,0.9856619238853455,0.5308499654134115,0.4859936749493634,0.9561569690704346,0.5060935974121094,0.48719991048177086,0.96551114320755,0.5463643391927083,0.5084098533347801,0.6784152984619141,0.4886211395263672,0.5121815999348959,0.7402956485748291,0.5639096577962239,0.618524169921875,0.9637441039085388,0.4711790084838867,0.6182485509801794,0.9709746241569519,0.5911841074625651,0.46009402804904515,0.9063310623168945,0.4350311597188314,0.46707359596535014,0.9211872220039368,0.5700074513753255,0.3045844184027778,0.8950052857398987,0.43636531829833985,0.3014171741626881,0.9132831692695618,0.5573658625284831,0.9562446876808449,0.7743456363677979,0.49001572926839193,0.9515246355975115,0.7952582836151123,0.5598039627075195,1.0,0.07982689142227173,0.45891561508178713,1.0,0.07905533164739609,0.6063602447509766,1.0,0.010163486935198307,0.5047375043233235,0.9808010525173612,0.009973118081688881
up,0.5199936230977377,0.5037717466001157,0.9857951402664185,0.5312393506368002,0.4859617445203993,0.956489622592926,0.5063026746114095,0.48734204327618635,0.9661660194396973,0.5468982060750326,0.5089226051613137,0.6785319447517395,0.4887271245320638,0.5130494294343171,0.7437566518783569,0.5646922429402669,0.6178359420211227,0.9633538722991943,0.47159674962361653,0.6178248087565105,0.9716162085533142,0.5914017995198567,0.45911232277199077,0.9053267240524292,0.4351075490315755,0.4668736775716146,0.9232649207115173,0.5713459650675455,0.30260255601671004,0.8936701416969299,0.4366267204284668,0.30199940999348956,0.9145427942276001,0.5593058268229166,0.9542624014395255,0.7757178544998169,0.4914960225423177,0.9497185601128473,0.7991496324539185,0.5610375086466471,1.0,0.07994388788938522,0.45826139450073244,1.0,0.08013749122619629,0.6082455317179362,1.0,0.010146040469408035,0.5038872718811035,0.9797315809461805,0.010040778666734695
up,0.520803674062093,0.503096686469184,0.9859253764152527,0.5319684028625489,0.48585244637948494,0.9563935399055481,0.5071554183959961,0.4871228253399884,0.9667379856109619,0.5474070866902669,0.5099579987702546,0.674608051776886,0.4895776112874349,0.513780042860243,0.7464869022369385,0.5650988896687825,0.6194116097909433,0.9627004861831665,0.472451909383138,0.6183905142324942,0.9719314575195312,0.5922203699747721,0.45835300021701386,0.9043558835983276,0.4353999137878418,0.4640282807526765,0.9251079559326172,0.5733074188232422,0.3019959343804253,0.8935601711273193,0.43665475845336915,0.301780926739728,0.9164507389068604,0.5601409912109375,0.9540676540798612,0.7782679796218872,0.49258130391438804,0.9492150200737848,0.8037368655204773,0.5611207326253255,1.0,0.08029966801404953,0.4574505170186361,1.0,0.08137909322977066,0.608990478515625,1.0,0.010125000961124897,0.5021179517110189,0.9818634033203125,0.010086634196341038
up,0.5215089162190755,0.5028001008210359,0.9860710501670837,0.5325208981831868,0.48586657488787616,0.955899178981781,0.5076879501342774,0.48718510380497687,0.967627763748169,0.5475958506266276,0.510603502061632,0.6659046411514282,0.4895550092061361,0.5146170722113715,0.7537417411804199,0.5652353286743164,0.6196970621744792,0.9625154733657837,0.472303581237793,0.6190417254412616,0.9724487066268921,0.5926851272583008,0.4590908474392361,0.903342068195343,0.43575220108032225,0.46548021104600695,0.9266390204429626,0.5745070139567058,0.30266944037543403,0.8926903605461121,0.4370179494222005,0.30287334300853586,0.9178870320320129,0.5605541865030924,0.9530745894820601,0.7803266048431396,0.4927785873413086,0.9484954833984375,0.8073391914367676,0.5618935267130534,1.0,0.081119604408741,0.45766124725341795,1.0,0.08303852379322052,0.6093627293904622,1.0,0.010186942294239998,0.5016446113586426,0.9830776638454861,0.010208350606262684
up,0.5220310529073079,0.5027628580729167,0.9862755537033081,0.5332800229390462,0.4860187671802662,0.9562256336212158,0.5081099510192871,0.4871844821506076,0.9684227705001831,0.5485563278198242,0.5110980563693577,0.6642805337905884,0.4896984100341797,0.5146613226996528,0.7575985789299011,0.565625,0.6187572903103299,0.9620004296302795,0.4725030263264974,0.6180024888780382,0.9727967381477356,0.5922208786010742,0.45850739655671297,0.9018401503562927,0.43670256932576496,0.4660639444986979,0.9276635050773621,0.5750034332275391,0.30123310795536745,0.8908677101135254,0.4378833770751953,0.3036021762424045,0.9181864857673645,0.56080748240153,0.9522363733362269,0.7753117680549622,0.492631721496582,0.9475298281069156,0.8046514391899109,0.5619635899861654,1.0,0.07930499315261841,0.4564585049947103,1.0,0.08195973187685013,0.6093731562296549,1.0,0.010043337941169739,0.5009178479512533,0.9793141682942709,0.010127590969204903
up,0.5227820396423339,0.5017962985568576,0.9846190810203552,0.5336304346720377,0.4860346476236979,0.955583930015564,0.5083436012268067,0.4865732263635706,0.9675581455230713,0.5481681823730469,0.5122672752097801,0.6638932228088379,0.48858664830525717,0.5166643495912905,0.7546500563621521,0.5637953440348308,0.6218302408854167,0.9513218998908997,0.4740641911824544,0.6243538750542534,0.9684906601905823,0.5957561492919922,0.4499679847999855,0.8813772201538086,0.43819974263509115,0.46624298095703126,0.9209980964660645,0.5767244338989258,0.29730665418836805,0.8931471705436707,0.4352300008138021,0.29416659319842303,0.9240239262580872,0.5572125116984049,0.9471930609809027,0.7703730463981628,0.49333391189575193,0.9426298353407118,0.80855393409729,0.5526752471923828,1.0,0.06907637417316437,0.4643106460571289,1.0,0.07352960109710693,0.5923166275024414,1.0,0.008505551144480705,0.5087201436360677,0.9797601770471643,0.00862981379032135
up,0.5228623390197754,0.5031950208875868,0.986310601234436,0.5339033126831054,0.4866243150499132,0.954530656337738,0.5087347984313965,0.48781359637225113,0.969697892665863,0.5487117767333984,0.5118295740198207,0.6467822790145874,0.48960180282592775,0.5155042860243055,0.7710780501365662,0.5660642623901367,0.6190031263563368,0.9607802629470825,0.4718477249145508,0.6179544519495082,0.9737148284912109,0.5930352528889974,0.45955177589699076,0.8965293169021606,0.43675483067830406,0.46644473605685766,0.9301539063453674,0.5764193216959635,0.3002426995171441,0.8859778046607971,0.43797101974487307,0.3029120833785446,0.9202671647071838,0.5613803863525391,0.952351548936632,0.7727480530738831,0.4927335739135742,0.9476460774739583,0.8076880574226379,0.5634824117024739,1.0,0.07847900688648224,0.4587175687154134,1.0,0.0837988331913948,0.6102799733479818,1.0,0.009863804094493389,0.5035831451416015,0.9847293429904513,0.010177403688430786
up,0.5235353787740071,0.5024249041521991,0.9846087694168091,0.5342700958251954,0.48646584969979745,0.9544009566307068,0.5090221405029297,0.4870027330186632,0.9684492945671082,0.5485657374064128,0.512263771339699,0.6515316367149353,0.48899815877278646,0.5167587280273438,0.7627547383308411,0.5641287485758464,0.6219001487449364,0.9484283924102783,0.47419586181640627,0.625310375072338,0.9690245389938354,0.5957775751749674,0.448400624593099,0.8736271262168884,0.43775262832641604,0.46769106829607926,0.9228426218032837,0.5776006698608398,0.295391195791739,0.8876139521598816,0.43383941650390623,0.2942533987539786,0.9254959225654602,0.5580504735310873,0.9482982494212963,0.7551342844963074,0.4941862106323242,0.9440205891927084,0.8010912537574768,0.5539632797241211,1.0,0.0645967349410057,0.4656576156616211,1.0,0.07102144509553909,0.5930156707763672,1.0,0.008107323199510574,0.5102890332539877,0.9756049262152777,0.008419559337198734
up,0.523582108815511,0.5024336073133681,0.9844299554824829,0.5342067082722982,0.4863458138925058,0.9542958736419678,0.5091567039489746,0.4870471530490451,0.9677714109420776,0.5485020319620768,0.511681733308015,0.6545693278312683,0.4894417762756348,0.5165166784215857,0.7588540315628052,0.5643340428670247,0.6216657850477431,0.948983371257782,0.4746039390563965,0.6246035540545428,0.9686630964279175,0.5959620793660482,0.44848067672164355,0.8753782510757446,0.43734429677327474,0.46689430519386577,0.9217566847801208,0.5777252833048503,0.2952988236038773,0.8887958526611328,0.4337479591369629,0.2964798821343316,0.9246679544448853,0.5580426534016927,0.9486612955729167,0.758183479309082,0.49439201354980467,0.9441268920898438,0.8020282983779907,0.5532814025878906,1.0,0.06557745486497879,0.46567487716674805,1.0,0.07132668048143387,0.5931769053141276,1.0,0.008219308219850063,0.5104813575744629,0.9764906141493056,0.008473408408463001
up,0.5233417510986328,0.5035345572012442,0.986219584941864,0.5343855539957683,0.4868418375651042,0.9542405009269714,0.5092674255371094,0.4881545455367477,0.9696595072746277,0.5493533452351888,0.5111950344509548,0.6493148803710938,0.4904987335205078,0.5152650056061922,0.7726820707321167,0.5666140874226888,0.6170416372793692,0.9606389999389648,0.4728711128234863,0.6167260064019098,0.9744846224784851,0.5923084259033203,0.4595734772858796,0.8948463201522827,0.437201722462972,0.4677363360369647,0.9316768646240234,0.5763031005859375,0.3009749518500434,0.8831391930580139,0.43601293563842775,0.30321036444769967,0.9204786419868469,0.5611893971761067,0.9506670916521991,0.7712559103965759,0.49302371342976886,0.9460005583586516,0.8088975548744202,0.563433583577474,1.0,0.07892914116382599,0.46041539510091145,1.0,0.08555857092142105,0.6094769795735677,1.0,0.010001103393733501,0.5054773330688477,0.9822348135489004,0.010452250018715858
